table,datatype,year,fname,xlcolumn,xlrownum,incsort,incrange,vname,ptarget,table_description
tab11,taxable,2015,15in11si.xls,L,15,6,"$15,000 under $20,000",ti,36630969,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,L,16,7,"$20,000 under $25,000",ti,58374727,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,L,17,8,"$25,000 under $30,000",ti,77445161,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,L,18,9,"$30,000 under $40,000",ti,219792304,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,L,19,10,"$40,000 under $50,000",ti,277721838,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,L,20,11,"$50,000 under $75,000",ti,774224107,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,L,21,12,"$75,000 under $100,000",ti,770624357,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,L,22,13,"$100,000 under $200,000",ti,1888357759,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,L,23,14,"$200,000 under $500,000",ti,1270117523,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,L,24,15,"$500,000 under $1,000,000",ti,527119571,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,L,25,16,"$1,000,000 under $1,500,000",ti,209864937,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,L,26,17,"$1,500,000 under $2,000,000",ti,122735220,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,L,27,18,"$2,000,000 under $5,000,000",ti,308831416,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,L,28,19,"$5,000,000 under $10,000,000",ti,173916022,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,L,29,20,"$10,000,000 or more",ti,465252416,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,10,1,All returns,tottax,1457891441,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,11,2,No adjusted gross income,tottax,242459,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,12,3,"$1 under $5,000",tottax,40941,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,13,4,"$5,000 under $10,000",tottax,368015,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,14,5,"$10,000 under $15,000",tottax,1381283,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,15,6,"$15,000 under $20,000",tottax,3523850,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,16,7,"$20,000 under $25,000",tottax,6191130,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,17,8,"$25,000 under $30,000",tottax,8752589,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,18,9,"$30,000 under $40,000",tottax,25167676,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,19,10,"$40,000 under $50,000",tottax,32530207,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,20,11,"$50,000 under $75,000",tottax,99791796,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,21,12,"$75,000 under $100,000",tottax,105901459,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,22,13,"$100,000 under $200,000",tottax,316349637,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,23,14,"$200,000 under $500,000",tottax,299832203,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,24,15,"$500,000 under $1,000,000",tottax,154388762,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,25,16,"$1,000,000 under $1,500,000",tottax,66323590,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,26,17,"$1,500,000 under $2,000,000",tottax,39671617,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,27,18,"$2,000,000 under $5,000,000",tottax,101488542,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,28,19,"$5,000,000 under $10,000,000",tottax,56334403,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2015,15in11si.xls,Q,29,20,"$10,000,000 or more",tottax,139611281,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,10,1,All returns,agi,14795614070,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,10,1,All returns,agi,13879929368,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,11,2,No adjusted gross income,agi,-171836364,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,11,2,No adjusted gross income,agi,-12835378,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,12,3,"$1 under $5,000",agi,19987243,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,12,3,"$1 under $5,000",agi,451204,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,13,4,"$5,000 under $10,000",agi,67651359,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,13,4,"$5,000 under $10,000",agi,1358544,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,14,5,"$10,000 under $15,000",agi,125912056,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,14,5,"$10,000 under $15,000",agi,14362205,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,15,6,"$15,000 under $20,000",agi,170836129,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,15,6,"$15,000 under $20,000",agi,57643020,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,16,7,"$20,000 under $25,000",agi,199508960,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,16,7,"$20,000 under $25,000",agi,101727915,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,17,8,"$25,000 under $30,000",agi,241347179,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,17,8,"$25,000 under $30,000",agi,141934070,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,18,9,"$30,000 under $40,000",agi,561386434,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,18,9,"$30,000 under $40,000",agi,382385416,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,19,10,"$40,000 under $50,000",agi,573155378,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,19,10,"$40,000 under $50,000",agi,457336377,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,20,11,"$50,000 under $75,000",agi,1392395599,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,20,11,"$50,000 under $75,000",agi,1238178360,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,21,12,"$75,000 under $100,000",agi,1271699391,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,21,12,"$75,000 under $100,000",agi,1206614503,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,22,13,"$100,000 under $200,000",agi,3297058075,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,22,13,"$100,000 under $200,000",agi,3252746502,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,23,14,"$200,000 under $500,000",agi,2619188471,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,23,14,"$200,000 under $500,000",agi,2613795014,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,24,15,"$500,000 under $1,000,000",agi,1092599034,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,24,15,"$500,000 under $1,000,000",agi,1091571915,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,25,16,"$1,000,000 under $1,500,000",agi,454552875,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,25,16,"$1,000,000 under $1,500,000",agi,454120395,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,26,17,"$1,500,000 under $2,000,000",agi,268278123,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,26,17,"$1,500,000 under $2,000,000",agi,267994815,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,27,18,"$2,000,000 under $5,000,000",agi,698923219,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,27,18,"$2,000,000 under $5,000,000",agi,698445375,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,28,19,"$5,000,000 under $10,000,000",agi,435242550,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,28,19,"$5,000,000 under $10,000,000",agi,435017068,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,D,29,20,"$10,000,000 or more",agi,1477728359,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,I,29,20,"$10,000,000 or more",agi,1477082048,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,B,10,1,All returns,nret_all,160824340,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,G,10,1,All returns,nret_all,104573768,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,B,11,2,No adjusted gross income,nret_all,4098522,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,G,11,2,No adjusted gross income,nret_all,4367,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,B,12,3,"$1 under $5,000",nret_all,8487025,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,G,12,3,"$1 under $5,000",nret_all,142593,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,B,13,4,"$5,000 under $10,000",nret_all,8944908,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,G,13,4,"$5,000 under $10,000",nret_all,184757,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,B,14,5,"$10,000 under $15,000",nret_all,10056377,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,G,14,5,"$10,000 under $15,000",nret_all,1055682,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,B,15,6,"$15,000 under $20,000",nret_all,9786580,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,G,15,6,"$15,000 under $20,000",nret_all,3224975,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,B,16,7,"$20,000 under $25,000",nret_all,8863570,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,G,16,7,"$20,000 under $25,000",nret_all,4511653,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,filers,2021,21in11si.xls,B,17,8,"$25,000 under $30,000",nret_all,8787576,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
tab11,taxable,2021,21in11si.xls,G,17,8,"$25,000 under $30,000",nret_all,5152142,"Table 1.1.  All Returns: Selected Income and Tax Items, by Size and Accumulated Size of Adjusted Gross Income"
